========================================
  RÉSULTATS : 3voices_1_1_2_vtype_1_1
========================================

--- Configuration ---
CF                : 8 (Do Reference Grave)
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 3
Espèces (incl CF) : 1 0 1
v_type            : 1 1
Timeout max (ms)  : 180000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 180000.0
Temps 1ère solution (ms)    : 17.4
Temps dernière amélio. (ms) : 145330.6
Solutions trouvées          : 126
Améliorations de coût       : 124
Score pondéré           : 3545.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 1575489
Échecs     : 787608
Restarts   : 0
Propagat.  : 1215604567
Profondeur : 81

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       1          17.4     15237.0
       2          18.2     15142.0
       3          18.6     15126.0
       4          19.3     15057.0
       5          20.0     13496.0
       6          20.5     13385.0
       7          22.9     13265.0
       8          26.0     13233.0
       9          30.3     13054.0
      10          32.5     13009.0
      11          34.8     12987.0
      12          35.1     12889.0
      13          38.0     12857.0
      14          45.5     12849.0
      15          45.8     12751.0
      16          47.7     12719.0
      17          57.7     12701.0
      18          58.4     12677.0
      19          59.2     12664.0
      20          59.3     12608.0
      21         136.5     12496.0
      22         137.2     12406.0
      23         137.6     12317.0
      24         138.0     12030.0
      25         140.2     12014.0
      26         413.2     11981.0
      27         413.6     11891.0
      28         443.2     11808.0
      29         443.4     11713.0
      30         444.4     11522.0
      31         448.9     11289.0
      32         451.8     11273.0
      33         531.1     11260.0
      34         564.4     11144.0
      35         564.7     11139.0
      36         565.0     11128.0
      37         571.2     11017.0
      38         599.3     11012.0
      39         622.9     11001.0
      40         624.0     10977.0
      41         625.0     10908.0
      42         629.1     10728.0
      43         631.1     10659.0
      44         698.0      9814.0
      45         698.2      9511.0
      46         703.5      9495.0
      47         723.2      9279.0
      48         724.1      9189.0
      49         728.9      9173.0
      50        1462.8      6966.0
      51        1464.6      6950.0
      52        1467.6      6837.0
      53        1467.9      6736.0
      54        1469.5      6688.0
      55        1470.1      6598.0
      56        1471.6      6577.0
      57        1472.0      6487.0
      58        1474.8      6449.0
      59        1490.7      6377.0
      60        1495.1      6374.0
      61        1496.0      6295.0
      62        1496.7      6263.0
      63        1507.3      6246.0
      64        1529.3      6081.0
      65        1530.0      5991.0
      66        1530.8      5970.0
      67        1531.3      5880.0
      68        1536.9      5832.0
      69        1538.1      5784.0
      70        1538.7      5694.0
      71        1539.6      5673.0
      72        1540.0      5583.0
      73        1744.9      5475.0
      74        3047.6      5424.0
      75        3166.7      5423.0
      76        3491.8      5412.0
      77        3525.4      5396.0
      78        7685.5      5369.0
      79        7685.8      5274.0
      80        7686.1      5152.0
      81        7686.8      5083.0
      82        7691.0      4967.0
      83        7691.2      4898.0
      84        7694.9      4893.0
      85        7697.2      4835.0
      86        7698.1      4766.0
      87        7705.1      4765.0
      88        7706.5      4728.0
      89        7975.6      4718.0
      91        7978.3      4636.0
      92        7979.2      4567.0
      93        7979.7      4498.0
      94        7992.6      4461.0
      95        8612.1      4435.0
      96        8621.8      4419.0
      97        8622.5      4382.0
      98        8622.7      4326.0
      99       13028.2      4313.0
     100       13029.2      4297.0
     101       13194.5      4273.0
     102       13321.7      4239.0
     103       13323.1      4223.0
     104       25191.9      4215.0
     105       25192.2      4165.0
     106       25193.2      4096.0
     108       51964.0      4077.0
     109       51971.6      4072.0
     110       53217.1      4049.0
     111       53365.7      4027.0
     112       53385.4      4022.0
     113      107819.5      3976.0
     114      107982.2      3942.0
     115      107983.3      3929.0
     116      107984.4      3913.0
     117      107985.2      3791.0
     118      108302.7      3778.0
     119      114828.7      3767.0
     120      130885.2      3696.0
     121      130887.6      3680.0
     122      130928.1      3677.0
     123      145306.7      3627.0
     124      145307.6      3587.0
     125      145329.2      3566.0
     126      145330.6      3545.0

--- Évolution du vecteur de coûts (toutes les solutions BAB) ---
    Sol#    Temps (ms)        Cost  Vecteur lex
       1          17.4     15237.0  14940, 4, 14, 17, 8, 3, 0, 10, 234, 0, 7
       2          18.2     15142.0  14848, 4, 14, 18, 8, 3, 0, 10, 230, 0, 7
       3          18.6     15126.0  14832, 4, 14, 17, 8, 4, 0, 10, 230, 0, 7
       4          19.3     15057.0  14764, 4, 14, 17, 8, 3, 0, 10, 230, 0, 7
       5          20.0     13496.0  13240, 4, 16, 16, 8, 3, 0, 12, 192, 0, 5
       6          20.5     13385.0  13132, 4, 16, 17, 8, 3, 0, 10, 190, 0, 5
       7          22.9     13265.0  13012, 4, 14, 16, 8, 3, 0, 12, 191, 0, 5
       8          26.0     13233.0  12980, 4, 14, 16, 8, 3, 0, 12, 189, 0, 7
       9          30.3     13054.0  12808, 4, 16, 17, 8, 3, 0, 8, 185, 0, 5
      10          32.5     13009.0  12764, 4, 16, 17, 8, 3, 0, 8, 184, 0, 5
      11          34.8     12987.0  12740, 4, 14, 17, 8, 3, 0, 10, 184, 0, 7
      12          35.1     12889.0  12644, 4, 14, 16, 8, 3, 0, 10, 185, 0, 5
