========================================
  RÉSULTATS : 3voices_1_1_2_vtype_2_3
========================================

--- Configuration ---
CF                : 8 (Do Reference Grave)
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 3
Espèces (incl CF) : 1 0 1
v_type            : 2 3
Timeout max (ms)  : 180000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 180000.0
Temps 1ère solution (ms)    : 16.9
Temps dernière amélio. (ms) : 149818.0
Solutions trouvées          : 143
Améliorations de coût       : 132
Score pondéré           : 3355.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 1687341
Échecs     : 843521
Restarts   : 0
Propagat.  : 1434559212
Profondeur : 68

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       1          16.9     10944.0
       2          17.8     10806.0
       3          18.4     10777.0
       4          19.0     10708.0
       5          19.5     10487.0
       6          20.1     10188.0
       7          21.4     10119.0
       8          22.5     10039.0
       9          25.1      9931.0
      10          26.4      9862.0
      11          27.6      9719.0
      12          28.4      9589.0
      13          32.8      9230.0
      14          33.3      9206.0
      15          34.3      9100.0
      16          35.6      9060.0
      17          36.8      9057.0
      18          37.2      8954.0
      19          40.0      8904.0
      20          52.3      8808.0
      21          57.9      8726.0
      22          59.5      8404.0
      23          60.8      8327.0
      24          61.4      8250.0
      25          62.2      8194.0
      26          62.8      8173.0
      27          63.4      8157.0
      28          64.0      8107.0
      29          66.1      8096.0
      30          66.4      8040.0
      31          96.9      7927.0
      32         100.1      7917.0
      33         108.1      7901.0
      34         110.9      7824.0
      35         115.3      7725.0
      36         119.4      7696.0
      37         123.6      7662.0
      38         141.7      7572.0
      39         147.1      7562.0
      40         250.4      7379.0
      41         251.1      7236.0
      42         252.1      7138.0
      43         258.2      7042.0
      44         295.1      7005.0
      45         300.5      6971.0
      46         310.9      6883.0
      47         335.9      6854.0
      48         340.8      6831.0
      49         341.7      6788.0
      50         363.7      6723.0
      51         364.8      6715.0
      52         365.4      6633.0
      53         367.2      6604.0
      54         368.5      6535.0
      57         377.8      6431.0
      58         398.2      6428.0
      59         436.9      6406.0
      60         439.2      6377.0
      61         446.4      6343.0
      62         446.7      6287.0
      64         492.1      6264.0
      65         502.7      6159.0
      67         508.1      6122.0
      68         508.6      6098.0
      69         509.9      6055.0
      70         650.2      6037.0
      71         664.9      5944.0
      72         701.6      5912.0
      73         706.7      5899.0
      74         709.5      5857.0
      75         713.8      5788.0
      76         714.4      5690.0
      77         968.4      5619.0
      78         991.7      5482.0
      79         992.9      5477.0
      80         993.2      5453.0
      81         993.8      5410.0
      82        1413.8      5302.0
      83        1565.4      5297.0
      84        1567.6      5247.0
      85        1635.7      5240.0
      86        1637.9      5230.0
      87        1639.1      5217.0
      88        1640.2      5174.0
      89        1862.8      5124.0
      90        1886.7      5074.0
      91        2033.5      5055.0
      93        2131.3      5042.0
      94        2607.3      5041.0
      95        2612.8      4991.0
      96        2616.6      4925.0
