========================================
  RÉSULTATS : 3voices_1_1_2_vtype_1_3
========================================

--- Configuration ---
CF                : 8 (Do Reference Grave)
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 3
Espèces (incl CF) : 1 0 1
v_type            : 1 3
Timeout max (ms)  : 180000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 180000.1
Temps 1ère solution (ms)    : 12.5
Temps dernière amélio. (ms) : 154298.0
Solutions trouvées          : 159
Améliorations de coût       : 158
Score pondéré           : 3225.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 1618452
Échecs     : 809061
Restarts   : 0
Propagat.  : 1298826266
Profondeur : 63

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       1          12.5     13473.0
       2          14.0     12079.0
       3          14.4     11911.0
       4          14.8     11899.0
       5          16.3     11869.0
       6          17.1     11779.0
       7          17.7     11710.0
       8          18.1     11426.0
       9          19.0     11336.0
      10          21.7     11278.0
      11          22.0     11225.0
      12          22.3     11156.0
      13          23.2     11143.0
      14          25.5     11111.0
      15          27.2     10712.0
      16          28.3     10537.0
      17          29.1     10418.0
      18          32.4     10388.0
      19          33.4     10375.0
      20          37.0     10106.0
      21          42.4     10097.0
      22          43.0     10084.0
      23          47.8     10033.0
      24          49.0     10020.0
      25          54.8      9159.0
      26          55.6      8978.0
      27          56.2      8962.0
      28          56.7      8814.0
      29          58.3      8771.0
      30          59.1      8543.0
      31          61.4      8538.0
      32          72.5      8486.0
      33          73.2      8419.0
      34          74.0      8337.0
      35          86.9      8297.0
      36          87.7      8215.0
      37         108.4      8086.0
      38         108.9      8041.0
      39         109.8      7951.0
      40         111.3      7887.0
      41         111.5      7802.0
      42         136.7      7765.0
      43         139.6      7749.0
      44         171.6      7680.0
      45         174.2      7675.0
      46         260.9      7591.0
      47         261.5      7578.0
      48         276.4      7525.0
      49         277.7      7440.0
      50         279.6      7424.0
      51         307.4      7363.0
      52         313.3      7355.0
      53         315.5      7350.0
      54         322.2      7342.0
      55         323.0      7329.0
      56         373.9      7260.0
      57         375.1      7175.0
      58         428.5      7148.0
      59         446.1      7097.0
      60         448.5      7084.0
      61         484.7      7060.0
      62         490.0      7055.0
      63         490.6      7042.0
      64         536.9      6982.0
      65         538.6      6966.0
      66         557.4      6961.0
      67         580.9      6897.0
      68         583.2      6892.0
      69         611.3      6871.0
      70         612.7      6786.0
      71         613.7      6770.0
      72         804.8      6752.0
      73         805.9      6619.0
      74         806.3      6537.0
      75         807.2      6468.0
      76         807.8      6399.0
      77         817.3      6231.0
      78         818.6      6218.0
      79         820.8      6091.0
      80         852.4      6067.0
      81         869.6      6062.0
      82         869.9      6049.0
      83         938.5      5983.0
      84         939.7      5970.0
      85        1026.0      5916.0
      86        1055.0      5911.0
      87        1066.1      5877.0
      88        1068.8      5832.0
      89        1152.4      5810.0
      90        1194.3      5699.0
      91        1291.6      5691.0
      92        1292.3      5678.0
      93        1404.7      5636.0
      94        1405.4      5623.0
      95        1439.1      5607.0
      96        1480.7      5583.0
      97        1481.3      5570.0
      98        2189.8      5567.0
      99        2421.8      5564.0
     100        2671.5      5527.0
     101        2671.9      5514.0
     102        2830.3      5511.0
     103        3003.6      5471.0
     104        3015.5      5442.0
     105        3129.0      5311.0
     106        3129.8      5298.0
     107        3155.3      5290.0
     108        3156.1      5155.0
     109        3158.1      5139.0
     110        3199.2      5071.0
     111        3200.1      4991.0
     112        3200.5      4935.0
     113        3201.2      4922.0
     114        3253.9      4901.0
     115        3254.9      4816.0
     116        3315.4      4790.0
     117        3316.1      4774.0
     118        3316.3      4718.0
     119        3316.8      4705.0
     120        3392.2      4700.0
     121        3392.5      4451.0
     122        3473.4      4414.0
     123        3626.7      4398.0
     124        3627.8      4393.0
     125        3631.3      4308.0
     126        3632.0      4236.0
     127        3632.9      4223.0
     128        3727.5      4155.0
     129        3728.9      4075.0
     130        3729.2      4019.0
     131        3729.7      4006.0
     132        4793.3      4003.0
     133        5040.4      3998.0
     134        5082.8      3993.0
     135        5125.7      3951.0
     136        5950.4      3935.0
     137        6155.2      3887.0
     138        6281.6      3845.0
     139        6813.0      3823.0
     140        7089.6      3773.0
     141        8295.5      3770.0
     142        9226.6      3709.0
     143        9294.3      3693.0
     144        9296.8      3677.0
     145        9547.7      3653.0
     146       11070.3      3595.0
     147       11085.0      3589.0
     148       11159.9      3510.0
     149       12332.7      3457.0
     150      141508.6      3441.0
     151      143261.2      3438.0
     152      148164.1      3435.0
     153      149156.5      3428.0
     155      153451.5      3416.0
     156      153524.0      3374.0
     157      153524.7      3329.0
     158      153529.8      3298.0
     159      154298.0      3225.0

--- Évolution du vecteur de coûts (toutes les solutions BAB) ---
    Sol#    Temps (ms)        Cost  Vecteur lex
